WHO Region Code,WHO Region,Country Code,Country,Year,Sex,Alcohol total per capita (15+) consumption in liters (numeric),Alcohol total per capita (15+) consumption in liters (low estimation),Alcohol total per capita (15+) consumption in liters (high estimation),Alcohol total per capita (15+) consumption in liters (string)
AFR,Africa,NGA,Nigeria,2011,Male,9.24,7.56,11.02,9.24 [7.56 – 11.02]
WPR,Western Pacific,VNM,Viet Nam,2011,Male,9.28,6.86,11.8,9.28 [6.86 – 11.8]
AFR,Africa,AGO,Angola,2011,Both sexes,9.4,8.0,11.07,9.4 [8 – 11.07]
EUR,Europe,SWE,Sweden,2011,Both sexes,9.44,7.97,10.97,9.44 [7.97 – 10.97]
AMR,Americas,USA,United States of America,2011,Both sexes,9.45,8.17,10.93,9.45 [8.17 – 10.93]
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2011,Male,9.46,7.32,11.61,9.46 [7.32 – 11.61]
AMR,Americas,CHL,Chile,2011,Both sexes,9.49,8.02,10.97,9.49 [8.02 – 10.97]
AMR,Americas,GUY,Guyana,2011,Male,9.49,8.04,11.27,9.49 [8.04 – 11.27]
AMR,Americas,ATG,Antigua and Barbuda,2011,Male,9.52,7.55,12.11,9.52 [7.55 – 12.11]
WPR,Western Pacific,COK,Cook Islands,2011,Both sexes,9.57,7.71,11.59,9.57 [7.71 – 11.59]
AMR,Americas,DMA,Dominica,2011,Both sexes,9.6,7.64,11.57,9.6 [7.64 – 11.57]
AMR,Americas,KNA,Saint Kitts and Nevis,2011,Male,9.67,7.07,12.21,9.67 [7.07 – 12.21]
AMR,Americas,TTO,Trinidad and Tobago,2011,Male,9.67,8.16,11.29,9.67 [8.16 – 11.29]
AFR,Africa,GAB,Gabon,2011,Both sexes,9.71,8.11,11.35,9.71 [8.11 – 11.35]
EUR,Europe,ESP,Spain,2011,Both sexes,9.74,8.28,11.25,9.74 [8.28 – 11.25]
AMR,Americas,DOM,Dominican Republic,2011,Male,9.76,8.08,11.56,9.76 [8.08 – 11.56]
AFR,Africa,ZAF,South Africa,2011,Both sexes,9.82,8.21,11.5,9.82 [8.21 – 11.5]
EUR,Europe,GRC,Greece,2011,Both sexes,9.88,8.17,11.52,9.88 [8.17 – 11.52]
AFR,Africa,LSO,Lesotho,2011,Male,9.89,7.41,12.52,9.89 [7.41 – 12.52]
EUR,Europe,HRV,Croatia,2011,Both sexes,9.89,8.27,12.31,9.89 [8.27 – 12.31]
WPR,Western Pacific,KOR,Republic of Korea,2011,Both sexes,9.95,8.22,11.75,9.95 [8.22 – 11.75]
AMR,Americas,CAN,Canada,2011,Both sexes,9.95,8.51,11.64,9.95 [8.51 – 11.64]
SEAR,South-East Asia,BGD,Bangladesh,2010,Both sexes,0.0,0.0,0.0,0 [0 – 0]
SEAR,South-East Asia,BGD,Bangladesh,2010,Female,0.0,0.0,0.0,0 [0 – 0]
SEAR,South-East Asia,BGD,Bangladesh,2010,Male,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,KWT,Kuwait,2010,Both sexes,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,KWT,Kuwait,2010,Female,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,KWT,Kuwait,2010,Male,0.0,0.0,0.0,0 [0 – 0]
AFR,Africa,MRT,Mauritania,2010,Both sexes,0.0,0.0,0.0,0 [0 – 0]
AFR,Africa,MRT,Mauritania,2010,Female,0.0,0.0,0.0,0 [0 – 0]
AFR,Africa,MRT,Mauritania,2010,Male,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2010,Both sexes,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2010,Female,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2010,Male,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SOM,Somalia,2010,Both sexes,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SOM,Somalia,2010,Female,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,SOM,Somalia,2010,Male,0.0,0.0,0.0,0 [0 – 0]
EMR,Eastern Mediterranean,AFG,Afghanistan,2010,Female,0.006,0.005,0.021,0.006 [0.005 – 0.021]
EMR,Eastern Mediterranean,LBY,Libya,2010,Female,0.021,0.0,0.093,0.021 [0 – 0.093]
EMR,Eastern Mediterranean,AFG,Afghanistan,2010,Both sexes,0.025,0.019,0.08,0.025 [0.019 – 0.08]
EMR,Eastern Mediterranean,AFG,Afghanistan,2010,Male,0.042,0.033,0.14,0.042 [0.033 – 0.14]
EMR,Eastern Mediterranean,YEM,Yemen,2010,Female,0.052,0.009,0.14,0.052 [0.009 – 0.14]
EMR,Eastern Mediterranean,EGY,Egypt,2010,Female,0.054,0.037,0.087,0.054 [0.037 – 0.087]
EMR,Eastern Mediterranean,PAK,Pakistan,2010,Female,0.058,0.009,0.13,0.058 [0.009 – 0.13]
AFR,Africa,COM,Comoros,2010,Female,0.063,0.033,0.14,0.063 [0.033 – 0.14]
EMR,Eastern Mediterranean,LBY,Libya,2010,Both sexes,0.082,0.0001,0.36,0.082 [0.0001 – 0.36]
AFR,Africa,NER,Niger,2010,Female,0.09,0.034,0.2,0.09 [0.034 – 0.2]
SEAR,South-East Asia,TLS,Timor-Leste,2010,Female,0.11,0.077,0.19,0.11 [0.077 – 0.19]
EMR,Eastern Mediterranean,IRQ,Iraq,2010,Female,0.12,0.053,0.25,0.12 [0.053 – 0.25]
AFR,Africa,SEN,Senegal,2010,Female,0.12,0.061,0.23,0.12 [0.061 – 0.23]
AFR,Africa,DZA,Algeria,2010,Female,0.12,0.093,0.17,0.12 [0.093 – 0.17]
EMR,Eastern Mediterranean,LBY,Libya,2010,Male,0.14,0.0001,0.61,0.14 [0.0001 – 0.61]
EMR,Eastern Mediterranean,MAR,Morocco,2010,Female,0.14,0.1,0.22,0.14 [0.1 – 0.22]
SEAR,South-East Asia,NPL,Nepal,2010,Female,0.15,0.085,0.27,0.15 [0.085 – 0.27]
SEAR,South-East Asia,IDN,Indonesia,2010,Female,0.16,0.044,0.32,0.16 [0.044 – 0.32]
EMR,Eastern Mediterranean,JOR,Jordan,2010,Female,0.16,0.094,0.28,0.16 [0.094 – 0.28]
EMR,Eastern Mediterranean,DJI,Djibouti,2010,Female,0.17,0.12,0.26,0.17 [0.12 – 0.26]
EMR,Eastern Mediterranean,YEM,Yemen,2010,Both sexes,0.19,0.032,0.52,0.19 [0.032 – 0.52]
EMR,Eastern Mediterranean,PAK,Pakistan,2010,Both sexes,0.19,0.035,0.49,0.19 [0.035 – 0.49]
EMR,Eastern Mediterranean,OMN,Oman,2010,Female,0.2,0.13,0.29,0.2 [0.13 – 0.29]
EMR,Eastern Mediterranean,EGY,Egypt,2010,Both sexes,0.2,0.14,0.29,0.2 [0.14 – 0.29]
EUR,Europe,TJK,Tajikistan,2010,Female,0.21,0.18,0.25,0.21 [0.18 – 0.25]
WPR,Western Pacific,BRN,Brunei Darussalam,2010,Female,0.22,0.052,0.49,0.22 [0.052 – 0.49]
SEAR,South-East Asia,BTN,Bhutan,2010,Female,0.23,0.1,0.41,0.23 [0.1 – 0.41]
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2010,Female,0.23,0.15,0.36,0.23 [0.15 – 0.36]
AFR,Africa,GIN,Guinea,2010,Female,0.24,0.11,0.44,0.24 [0.11 – 0.44]
AFR,Africa,COM,Comoros,2010,Both sexes,0.24,0.13,0.51,0.24 [0.13 – 0.51]
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2010,Female,0.27,0.1,0.48,0.27 [0.1 – 0.48]
SEAR,South-East Asia,TLS,Timor-Leste,2010,Both sexes,0.27,0.19,0.47,0.27 [0.19 – 0.47]
EUR,Europe,AZE,Azerbaijan,2010,Female,0.27,0.23,0.35,0.27 [0.23 – 0.35]
EMR,Eastern Mediterranean,PAK,Pakistan,2010,Male,0.31,0.059,0.84,0.31 [0.059 – 0.84]
AFR,Africa,NER,Niger,2010,Both sexes,0.31,0.12,0.67,0.31 [0.12 – 0.67]
AFR,Africa,MLI,Mali,2010,Female,0.33,0.2,0.5,0.33 [0.2 – 0.5]
EMR,Eastern Mediterranean,YEM,Yemen,2010,Male,0.34,0.056,0.9,0.34 [0.056 – 0.9]
EMR,Eastern Mediterranean,EGY,Egypt,2010,Male,0.34,0.24,0.5,0.34 [0.24 – 0.5]
EMR,Eastern Mediterranean,TUN,Tunisia,2010,Female,0.37,0.28,0.55,0.37 [0.28 – 0.55]
EMR,Eastern Mediterranean,QAT,Qatar,2010,Female,0.38,0.21,0.54,0.38 [0.21 – 0.54]
AFR,Africa,SEN,Senegal,2010,Both sexes,0.4,0.2,0.75,0.4 [0.2 – 0.75]
SEAR,South-East Asia,NPL,Nepal,2010,Both sexes,0.4,0.23,0.72,0.4 [0.23 – 0.72]
AFR,Africa,COM,Comoros,2010,Male,0.41,0.22,0.89,0.41 [0.22 – 0.89]
SEAR,South-East Asia,TLS,Timor-Leste,2010,Male,0.42,0.31,0.74,0.42 [0.31 – 0.74]
AFR,Africa,DZA,Algeria,2010,Both sexes,0.42,0.36,0.59,0.42 [0.36 – 0.59]
EMR,Eastern Mediterranean,IRQ,Iraq,2010,Both sexes,0.43,0.19,0.84,0.43 [0.19 – 0.84]
SEAR,South-East Asia,MDV,Maldives,2010,Female,0.45,0.31,0.62,0.45 [0.31 – 0.62]
SEAR,South-East Asia,MMR,Myanmar,2010,Female,0.45,0.36,0.6,0.45 [0.36 – 0.6]
WPR,Western Pacific,BRN,Brunei Darussalam,2010,Both sexes,0.46,0.11,1.03,0.46 [0.11 – 1.03]
WPR,Western Pacific,TON,Tonga,2010,Female,0.49,0.31,0.72,0.49 [0.31 – 0.72]
WPR,Western Pacific,MYS,Malaysia,2010,Female,0.5,0.25,0.79,0.5 [0.25 – 0.79]
EMR,Eastern Mediterranean,BHR,Bahrain,2010,Female,0.5,0.34,0.62,0.5 [0.34 – 0.62]
EMR,Eastern Mediterranean,MAR,Morocco,2010,Both sexes,0.51,0.39,0.77,0.51 [0.39 – 0.77]
AFR,Africa,ETH,Ethiopia,2010,Female,0.52,0.26,0.79,0.52 [0.26 – 0.79]
AFR,Africa,NER,Niger,2010,Male,0.53,0.2,1.17,0.53 [0.2 – 1.17]
WPR,Western Pacific,PNG,Papua New Guinea,2010,Female,0.53,0.32,0.76,0.53 [0.32 – 0.76]
SEAR,South-East Asia,IDN,Indonesia,2010,Both sexes,0.54,0.15,1.1,0.54 [0.15 – 1.1]
WPR,Western Pacific,SLB,Solomon Islands,2010,Female,0.55,0.38,0.75,0.55 [0.38 – 0.75]
EMR,Eastern Mediterranean,LBN,Lebanon,2010,Female,0.55,0.4,0.75,0.55 [0.4 – 0.75]
EUR,Europe,UZB,Uzbekistan,2010,Female,0.55,0.45,0.68,0.55 [0.45 – 0.68]
EUR,Europe,TUR,Turkey,2010,Female,0.58,0.4,0.83,0.58 [0.4 – 0.83]
WPR,Western Pacific,TUV,Tuvalu,2010,Female,0.58,0.43,0.78,0.58 [0.43 – 0.78]
AFR,Africa,MOZ,Mozambique,2010,Female,0.59,0.38,0.89,0.59 [0.38 – 0.89]
EMR,Eastern Mediterranean,JOR,Jordan,2010,Both sexes,0.6,0.35,1.02,0.6 [0.35 – 1.02]
AFR,Africa,COD,Democratic Republic of the Congo,2010,Female,0.61,0.41,0.85,0.61 [0.41 – 0.85]
WPR,Western Pacific,VUT,Vanuatu,2010,Female,0.62,0.36,0.91,0.62 [0.36 – 0.91]
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2010,Female,0.62,0.45,0.97,0.62 [0.45 – 0.97]
SEAR,South-East Asia,BTN,Bhutan,2010,Both sexes,0.64,0.29,1.17,0.64 [0.29 – 1.17]
EMR,Eastern Mediterranean,DJI,Djibouti,2010,Both sexes,0.64,0.44,0.99,0.64 [0.44 – 0.99]
AFR,Africa,KEN,Kenya,2010,Female,0.67,0.52,0.9,0.67 [0.52 – 0.9]
WPR,Western Pacific,BRN,Brunei Darussalam,2010,Male,0.68,0.17,1.5,0.68 [0.17 – 1.5]
SEAR,South-East Asia,NPL,Nepal,2010,Male,0.68,0.4,1.24,0.68 [0.4 – 1.24]
AFR,Africa,CIV,Côte d’Ivoire,2010,Female,0.68,0.47,0.94,0.68 [0.47 – 0.94]
EUR,Europe,TJK,Tajikistan,2010,Both sexes,0.69,0.58,0.82,0.69 [0.58 – 0.82]
AFR,Africa,GIN,Guinea,2010,Both sexes,0.71,0.3,1.26,0.71 [0.3 – 1.26]
AFR,Africa,SEN,Senegal,2010,Male,0.71,0.36,1.35,0.71 [0.36 – 1.35]
AFR,Africa,MDG,Madagascar,2010,Female,0.71,0.46,1.03,0.71 [0.46 – 1.03]
EMR,Eastern Mediterranean,OMN,Oman,2010,Both sexes,0.72,0.53,1.11,0.72 [0.53 – 1.11]
AFR,Africa,DZA,Algeria,2010,Male,0.73,0.61,1.0,0.73 [0.61 – 1]
EMR,Eastern Mediterranean,IRQ,Iraq,2010,Male,0.74,0.33,1.43,0.74 [0.33 – 1.43]
EUR,Europe,AZE,Azerbaijan,2010,Both sexes,0.8,0.68,1.03,0.8 [0.68 – 1.03]
AFR,Africa,ERI,Eritrea,2010,Female,0.81,0.53,1.11,0.81 [0.53 – 1.11]
AFR,Africa,NAM,Namibia,2010,Female,0.83,0.62,1.12,0.83 [0.62 – 1.12]
AMR,Americas,GTM,Guatemala,2010,Female,0.87,0.75,1.05,0.87 [0.75 – 1.05]
AFR,Africa,TGO,Togo,2010,Female,0.88,0.59,1.2,0.88 [0.59 – 1.2]
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2010,Both sexes,0.89,0.59,1.31,0.89 [0.59 – 1.31]
EUR,Europe,TKM,Turkmenistan,2010,Female,0.89,0.76,1.05,0.89 [0.76 – 1.05]
EMR,Eastern Mediterranean,MAR,Morocco,2010,Male,0.9,0.69,1.37,0.9 [0.69 – 1.37]
SEAR,South-East Asia,IDN,Indonesia,2010,Male,0.93,0.26,1.87,0.93 [0.26 – 1.87]
AFR,Africa,BEN,Benin,2010,Female,0.93,0.67,1.3,0.93 [0.67 – 1.3]
WPR,Western Pacific,FSM,Micronesia (Federated States of),2010,Female,0.95,0.69,1.25,0.95 [0.69 – 1.25]
WPR,Western Pacific,WSM,Samoa,2010,Female,0.97,0.72,1.23,0.97 [0.72 – 1.23]
SEAR,South-East Asia,BTN,Bhutan,2010,Male,1.0,0.44,1.78,1 [0.44 – 1.78]
WPR,Western Pacific,KIR,Kiribati,2010,Female,1.0,0.5,1.56,1 [0.5 – 1.56]
EMR,Eastern Mediterranean,JOR,Jordan,2010,Male,1.02,0.58,1.71,1.02 [0.58 – 1.71]
EMR,Eastern Mediterranean,OMN,Oman,2010,Male,1.02,0.68,1.43,1.02 [0.68 – 1.43]
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2010,Both sexes,1.03,0.39,1.83,1.03 [0.39 – 1.83]
EMR,Eastern Mediterranean,DJI,Djibouti,2010,Male,1.07,0.73,1.63,1.07 [0.73 – 1.63]
AFR,Africa,MLI,Mali,2010,Both sexes,1.1,0.67,1.69,1.1 [0.67 – 1.69]
WPR,Western Pacific,SGP,Singapore,2010,Female,1.1,0.8,1.4,1.1 [0.8 – 1.4]
WPR,Western Pacific,FJI,Fiji,2010,Female,1.1,0.8,1.43,1.1 [0.8 – 1.43]
SEAR,South-East Asia,LKA,Sri Lanka,2010,Female,1.11,0.89,1.42,1.11 [0.89 – 1.42]
SEAR,South-East Asia,MMR,Myanmar,2010,Both sexes,1.11,0.89,1.46,1.11 [0.89 – 1.46]
AFR,Africa,GMB,Gambia,2010,Female,1.15,0.82,1.39,1.15 [0.82 – 1.39]
EUR,Europe,TJK,Tajikistan,2010,Male,1.17,0.99,1.38,1.17 [0.99 – 1.38]
AMR,Americas,HTI,Haiti,2010,Female,1.18,0.95,1.51,1.18 [0.95 – 1.51]
AFR,Africa,ZMB,Zambia,2010,Female,1.27,1.02,1.61,1.27 [1.02 – 1.61]
AFR,Africa,GIN,Guinea,2010,Male,1.28,0.56,2.35,1.28 [0.56 – 2.35]
WPR,Western Pacific,MYS,Malaysia,2010,Both sexes,1.35,0.68,2.12,1.35 [0.68 – 2.12]
AFR,Africa,MWI,Malawi,2010,Female,1.36,0.99,1.81,1.36 [0.99 – 1.81]
EUR,Europe,AZE,Azerbaijan,2010,Male,1.36,1.17,1.77,1.36 [1.17 – 1.77]
WPR,Western Pacific,TON,Tonga,2010,Both sexes,1.39,0.89,2.03,1.39 [0.89 – 2.03]
EMR,Eastern Mediterranean,TUN,Tunisia,2010,Both sexes,1.4,1.06,1.9,1.4 [1.06 – 1.9]
AMR,Americas,SLV,El Salvador,2010,Female,1.43,1.15,1.89,1.43 [1.15 – 1.89]
EUR,Europe,ISR,Israel,2010,Female,1.43,1.22,1.74,1.43 [1.22 – 1.74]
AMR,Americas,HND,Honduras,2010,Female,1.45,1.13,1.8,1.45 [1.13 – 1.8]
AFR,Africa,COD,Democratic Republic of the Congo,2010,Both sexes,1.46,0.99,2.03,1.46 [0.99 – 2.03]
SEAR,South-East Asia,IND,India,2010,Female,1.46,1.08,1.84,1.46 [1.08 – 1.84]
AFR,Africa,ETH,Ethiopia,2010,Both sexes,1.47,0.74,2.21,1.47 [0.74 – 2.21]
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2010,Female,1.47,1.15,1.83,1.47 [1.15 – 1.83]
AFR,Africa,ZWE,Zimbabwe,2010,Female,1.47,1.23,1.83,1.47 [1.23 – 1.83]
AFR,Africa,SLE,Sierra Leone,2010,Female,1.48,1.26,2.11,1.48 [1.26 – 2.11]
AFR,Africa,MOZ,Mozambique,2010,Both sexes,1.53,0.95,2.21,1.53 [0.95 – 2.21]
AFR,Africa,TCD,Chad,2010,Female,1.54,0.97,2.08,1.54 [0.97 – 2.08]
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2010,Male,1.55,1.03,2.27,1.55 [1.03 – 2.27]
AMR,Americas,JAM,Jamaica,2010,Female,1.55,1.17,1.95,1.55 [1.17 – 1.95]
WPR,Western Pacific,PNG,Papua New Guinea,2010,Both sexes,1.58,0.98,2.28,1.58 [0.98 – 2.28]
WPR,Western Pacific,SLB,Solomon Islands,2010,Both sexes,1.59,1.11,2.18,1.59 [1.11 – 2.18]
EMR,Eastern Mediterranean,QAT,Qatar,2010,Both sexes,1.62,1.17,2.28,1.62 [1.17 – 2.28]
AFR,Africa,GHA,Ghana,2010,Female,1.63,1.1,2.15,1.63 [1.1 – 2.15]
WPR,Western Pacific,TUV,Tuvalu,2010,Both sexes,1.66,1.23,2.22,1.66 [1.23 – 2.22]
AFR,Africa,CAF,Central African Republic,2010,Female,1.71,1.19,2.27,1.71 [1.19 – 2.27]
AFR,Africa,MUS,Mauritius,2010,Female,1.71,1.22,2.03,1.71 [1.22 – 2.03]
EMR,Eastern Mediterranean,BHR,Bahrain,2010,Both sexes,1.71,1.31,2.21,1.71 [1.31 – 2.21]
AFR,Africa,KEN,Kenya,2010,Both sexes,1.74,1.35,2.29,1.74 [1.35 – 2.29]
EMR,Eastern Mediterranean,LBN,Lebanon,2010,Both sexes,1.75,1.33,2.29,1.75 [1.33 – 2.29]
AFR,Africa,GNB,Guinea-Bissau,2010,Female,1.76,1.42,2.22,1.76 [1.42 – 2.22]
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2010,Male,1.78,0.69,3.16,1.78 [0.69 – 3.16]
AFR,Africa,CIV,Côte d’Ivoire,2010,Both sexes,1.78,1.24,2.48,1.78 [1.24 – 2.48]
EUR,Europe,UZB,Uzbekistan,2010,Both sexes,1.78,1.47,2.16,1.78 [1.47 – 2.16]
WPR,Western Pacific,VUT,Vanuatu,2010,Both sexes,1.81,1.04,2.63,1.81 [1.04 – 2.63]
SEAR,South-East Asia,MDV,Maldives,2010,Both sexes,1.81,1.27,2.54,1.81 [1.27 – 2.54]
AFR,Africa,MDG,Madagascar,2010,Both sexes,1.82,1.19,2.68,1.82 [1.19 – 2.68]
SEAR,South-East Asia,MMR,Myanmar,2010,Male,1.84,1.51,2.47,1.84 [1.51 – 2.47]
AFR,Africa,MLI,Mali,2010,Male,1.9,1.17,2.93,1.9 [1.17 – 2.93]
AMR,Americas,CRI,Costa Rica,2010,Female,1.9,1.5,2.33,1.9 [1.5 – 2.33]
EMR,Eastern Mediterranean,QAT,Qatar,2010,Male,1.93,1.2,2.35,1.93 [1.2 – 2.35]
AMR,Americas,NIC,Nicaragua,2010,Female,1.93,1.55,2.41,1.93 [1.55 – 2.41]
AFR,Africa,GAB,Gabon,2010,Both sexes,10.02,8.23,11.66,10.02 [8.23 – 11.66]
EUR,Europe,LVA,Latvia,2010,Both sexes,10.03,8.26,11.84,10.03 [8.26 – 11.84]
AMR,Americas,CAN,Canada,2010,Both sexes,10.14,8.66,11.85,10.14 [8.66 – 11.85]
EUR,Europe,ESP,Spain,2010,Both sexes,10.16,8.74,11.72,10.16 [8.74 – 11.72]
WPR,Western Pacific,NRU,Nauru,2010,Male,10.21,7.95,12.76,10.21 [7.95 – 12.76]
AMR,Americas,KNA,Saint Kitts and Nevis,2010,Male,10.23,7.64,12.92,10.23 [7.64 – 12.92]
AFR,Africa,TZA,United Republic of Tanzania,2010,Both sexes,10.26,8.35,12.18,10.26 [8.35 – 12.18]
EUR,Europe,NLD,Netherlands,2010,Both sexes,10.32,8.8,11.64,10.32 [8.8 – 11.64]
EUR,Europe,MLT,Malta,2010,Male,10.41,8.73,12.19,10.41 [8.73 – 12.19]
AMR,Americas,VCT,Saint Vincent and the Grenadines,2010,Male,10.55,8.7,12.27,10.55 [8.7 – 12.27]
AMR,Americas,PAN,Panama,2010,Male,10.74,8.92,12.66,10.74 [8.92 – 12.66]
WPR,Western Pacific,NIU,Niue,2010,Male,10.83,8.95,12.58,10.83 [8.95 – 12.58]
EUR,Europe,KGZ,Kyrgyzstan,2010,Male,10.88,8.95,13.19,10.88 [8.95 – 13.19]
AFR,Africa,BWA,Botswana,2010,Male,10.9,9.54,12.77,10.9 [9.54 – 12.77]
WPR,Western Pacific,CHN,China,2010,Male,10.91,8.76,12.96,10.91 [8.76 – 12.96]
EUR,Europe,BGR,Bulgaria,2010,Both sexes,10.95,9.42,12.51,10.95 [9.42 – 12.51]
AFR,Africa,LSO,Lesotho,2010,Male,10.96,8.37,13.87,10.96 [8.37 – 13.87]
EUR,Europe,DNK,Denmark,2010,Both sexes,10.99,9.33,12.62,10.99 [9.33 – 12.62]
WPR,Western Pacific,MNG,Mongolia,2010,Male,11.08,9.5,12.85,11.08 [9.5 – 12.85]
WPR,Western Pacific,PHL,Philippines,2010,Male,11.12,8.71,13.37,11.12 [8.71 – 13.37]
EUR,Europe,ITA,Italy,2010,Male,11.21,9.47,13.26,11.21 [9.47 – 13.26]
EUR,Europe,POL,Poland,2010,Both sexes,11.23,9.36,12.88,11.23 [9.36 – 12.88]
EUR,Europe,AND,Andorra,2010,Both sexes,11.23,9.62,12.77,11.23 [9.62 – 12.77]
AMR,Americas,URY,Uruguay,2010,Male,11.26,9.62,13.52,11.26 [9.62 – 13.52]
AMR,Americas,BLZ,Belize,2010,Male,11.31,8.96,13.93,11.31 [8.96 – 13.93]
WPR,Western Pacific,NZL,New Zealand,2010,Both sexes,11.32,9.81,12.93,11.32 [9.81 – 12.93]
EUR,Europe,CYP,Cyprus,2010,Both sexes,11.35,9.63,13.18,11.35 [9.63 – 13.18]
EUR,Europe,BEL,Belgium,2010,Both sexes,11.39,9.82,12.98,11.39 [9.82 – 12.98]
EUR,Europe,CHE,Switzerland,2010,Both sexes,11.41,9.88,12.98,11.41 [9.88 – 12.98]
EUR,Europe,ISL,Iceland,2010,Male,11.44,9.68,13.19,11.44 [9.68 – 13.19]
SEAR,South-East Asia,THA,Thailand,2010,Male,11.45,9.54,13.66,11.45 [9.54 – 13.66]
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2010,Male,11.49,9.57,13.84,11.49 [9.57 – 13.84]
EUR,Europe,SVK,Slovakia,2010,Both sexes,11.52,9.85,13.44,11.52 [9.85 – 13.44]
EUR,Europe,ALB,Albania,2010,Male,11.53,9.72,14.38,11.53 [9.72 – 14.38]
EUR,Europe,SVN,Slovenia,2010,Both sexes,11.54,9.89,13.37,11.54 [9.89 – 13.37]
EUR,Europe,NOR,Norway,2010,Male,11.75,10.08,13.57,11.75 [10.08 – 13.57]
AFR,Africa,CPV,Cabo Verde,2010,Male,11.77,9.43,14.12,11.77 [9.43 – 14.12]
AMR,Americas,PRY,Paraguay,2010,Male,11.85,9.45,13.82,11.85 [9.45 – 13.82]
EUR,Europe,SRB,Serbia,2010,Both sexes,11.94,10.29,13.72,11.94 [10.29 – 13.72]
AMR,Americas,PER,Peru,2010,Male,12.01,9.89,14.51,12.01 [9.89 – 14.51]
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2010,Both sexes,12.04,10.53,13.69,12.04 [10.53 – 13.69]
EUR,Europe,HUN,Hungary,2010,Both sexes,12.09,10.1,14.14,12.09 [10.1 – 14.14]
EUR,Europe,AUT,Austria,2010,Both sexes,12.14,10.33,13.94,12.14 [10.33 – 13.94]
EUR,Europe,BIH,Bosnia and Herzegovina,2010,Male,12.15,9.66,14.8,12.15 [9.66 – 14.8]
AMR,Americas,GRD,Grenada,2010,Male,12.22,9.93,14.51,12.22 [9.93 – 14.51]
EUR,Europe,IRL,Ireland,2010,Both sexes,12.27,10.74,13.94,12.27 [10.74 – 13.94]
EUR,Europe,MDA,Republic of Moldova,2010,Both sexes,12.3,10.17,14.24,12.3 [10.17 – 14.24]
EUR,Europe,FRA,France,2010,Both sexes,12.39,10.48,14.37,12.39 [10.48 – 14.37]
WPR,Western Pacific,AUS,Australia,2010,Both sexes,12.39,10.68,14.21,12.39 [10.68 – 14.21]
EUR,Europe,LUX,Luxembourg,2010,Both sexes,12.53,10.88,14.27,12.53 [10.88 – 14.27]
EUR,Europe,PRT,Portugal,2010,Both sexes,12.54,10.51,14.6,12.54 [10.51 – 14.6]
EUR,Europe,FIN,Finland,2010,Both sexes,12.57,10.69,14.52,12.57 [10.69 – 14.52]
AFR,Africa,STP,Sao Tome and Principe,2010,Male,12.83,10.37,15.5,12.83 [10.37 – 15.5]
AFR,Africa,BDI,Burundi,2010,Male,12.87,10.32,15.58,12.87 [10.32 – 15.58]
EUR,Europe,DEU,Germany,2010,Both sexes,12.9,11.13,14.66,12.9 [11.13 – 14.66]
AFR,Africa,GNQ,Equatorial Guinea,2010,Male,13.02,10.52,13.97,13.02 [10.52 – 13.97]
EUR,Europe,EST,Estonia,2010,Both sexes,13.13,10.83,15.43,13.13 [10.83 – 15.43]
AFR,Africa,CMR,Cameroon,2010,Male,13.22,10.98,15.63,13.22 [10.98 – 15.63]
AFR,Africa,SWZ,Eswatini,2010,Male,13.22,10.98,16.28,13.22 [10.98 – 16.28]
WPR,Western Pacific,JPN,Japan,2010,Male,13.33,11.29,15.52,13.33 [11.29 – 15.52]
WPR,Western Pacific,COK,Cook Islands,2010,Male,13.45,11.11,16.47,13.45 [11.11 – 16.47]
AMR,Americas,BRA,Brazil,2010,Male,13.52,11.37,15.97,13.52 [11.37 – 15.97]
EUR,Europe,UKR,Ukraine,2010,Both sexes,13.57,11.47,15.61,13.57 [11.47 – 15.61]
AMR,Americas,BRB,Barbados,2010,Male,13.73,11.77,16.34,13.73 [11.77 – 16.34]
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2010,Male,13.8,11.38,16.39,13.8 [11.38 – 16.39]
